Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status
TXN-007564,2043-09-16,ACCT-927387,Chase,-4.0015173,-4.096116,Match
TXN-007565,2043-09-17,ACCT-698562,Citibank,28.254923,15.890698,Match
TXN-007570,2043-09-22,ACCT-238769,Chase,1261.234,1532.276,Match
TXN-007571,2043-09-23,ACCT-835434,Chase,2142.2751,1947.4333,Match
TXN-007575,2043-09-27,ACCT-148007,Citibank,-4.005636,-4.097636,Break
TXN-007576,2043-09-28,ACCT-887614,Bank of America,-4.0056343,-4.097631,Break
TXN-007577,2043-09-29,ACCT-225594,Bank of America,-3.9064903,-3.894807,Break
TXN-007578,2043-09-30,ACCT-849772,Wells Fargo,-4.004605,-4.096824,Break
TXN-007582,2043-10-04,ACCT-714654,Bank of America,-4.0056357,-4.0976353,Break
TXN-007588,2043-10-10,ACCT-061230,Chase,-4.005605,-4.0976224,Match
TXN-007589,2043-10-11,ACCT-516514,Bank of America,0.2646421,9.310257,Match
TXN-007596,2043-10-18,ACCT-254126,Chase,0.11778912,0.8184298,Match
TXN-007601,2043-10-23,ACCT-522910,Bank of America,-3.4910514,-3.1208224,Match
TXN-007603,2043-10-25,ACCT-496412,Citibank,-4.005636,-4.097636,Match
TXN-007604,2043-10-26,ACCT-636953,Bank of America,-4.000902,-4.088258,Break
TXN-007605,2043-10-27,ACCT-814299,Citibank,-3.9334319,-4.004036,Match
TXN-007617,2043-11-08,ACCT-363576,Citibank,-2.4541254,-2.6663964,Break
TXN-007618,2043-11-09,ACCT-769496,Bank of America,-2.0854797,0.29806027,Match
TXN-007623,2043-11-14,ACCT-222410,Bank of America,-4.005345,-4.096249,Break
TXN-007629,2043-11-20,ACCT-762667,HSBC,-4.005636,-4.097636,Break
TXN-007630,2043-11-21,ACCT-166182,Bank of America,-2.327949,-0.27606788,Break
TXN-007634,2043-11-25,ACCT-327291,Chase,43.72116,124.225426,Break
TXN-007635,2043-11-26,ACCT-764542,Citibank,-4.0022306,-4.085645,Break
TXN-007639,2043-11-30,ACCT-853911,Chase,548.2017,477.3553,Match
TXN-007642,2043-12-03,ACCT-768634,Bank of America,-4.005636,-4.0976357,Break
TXN-007644,2043-12-05,ACCT-379165,Chase,-4.005633,-4.097626,Break
TXN-007646,2043-12-07,ACCT-165383,Citibank,-4.0003753,-4.0908465,Match
TXN-007649,2043-12-10,ACCT-128664,Citibank,-3.9980252,-4.0748706,Break
TXN-007651,2043-12-12,ACCT-470809,Citibank,94.85309,174.11598,Match
TXN-007652,2043-12-13,ACCT-499057,Citibank,5.383979,4.2789774,Break
TXN-007658,2043-12-19,ACCT-796481,HSBC,-3.1877358,-3.3963847,Match
TXN-007666,2043-12-27,ACCT-713653,Citibank,-3.874791,-3.96036,Match
TXN-007668,2043-12-29,ACCT-610449,HSBC,98.03205,181.7368,Break
TXN-007669,2043-12-30,ACCT-052735,Citibank,-4.005636,-4.097636,Break
TXN-007674,2044-01-04,ACCT-231731,Bank of America,-3.980831,-3.964982,Break
TXN-007675,2044-01-05,ACCT-162253,Chase,75.18442,120.43258,Match
TXN-007680,2044-01-10,ACCT-364462,Citibank,-2.253484,-0.7919084,Match
TXN-007684,2044-01-14,ACCT-235764,Citibank,-4.0045085,-4.096082,Match
TXN-007687,2044-01-17,ACCT-958902,Bank of America,-4.005622,-4.097582,Match
TXN-007688,2044-01-18,ACCT-752157,Citibank,-3.82547,-3.6952019,Break
TXN-007694,2044-01-24,ACCT-492820,Citibank,-4.0056343,-4.097634,Match
TXN-007695,2044-01-25,ACCT-535230,Bank of America,-3.941711,-3.9844327,Break
TXN-007698,2044-01-28,ACCT-589870,Bank of America,-4.005635,-4.0976357,Match
TXN-007701,2044-01-31,ACCT-519568,Citibank,23.982656,59.649326,Break
TXN-007704,2044-02-03,ACCT-423904,Citibank,4.2703304,10.253466,Break
TXN-007706,2044-02-05,ACCT-185603,Chase,2667.5525,2664.366,Match
TXN-007710,2044-02-09,ACCT-156926,Chase,-4.0055113,-4.0975914,Match
TXN-007715,2044-02-14,ACCT-624105,Bank of America,-3.8193865,-3.600136,Break
TXN-007716,2044-02-15,ACCT-559137,Chase,-4.005574,-4.097485,Break
TXN-007718,2044-02-17,ACCT-431384,Bank of America,7.138877,19.234127,Match
TXN-007722,2044-02-21,ACCT-803525,Bank of America,-3.4887018,-2.9379027,Match
TXN-007724,2044-02-23,ACCT-674193,Citibank,1981.7561,2136.4683,Match
TXN-007726,2044-02-25,ACCT-808452,Bank of America,6.8611,30.44225,Break
TXN-007731,2044-03-01,ACCT-242166,Chase,81.38017,89.56583,Match
TXN-007735,2044-03-05,ACCT-858240,Citibank,-3.9943204,-4.063645,Break
TXN-007747,2044-03-17,ACCT-590264,HSBC,-4.00461,-4.0941586,Break
TXN-007757,2044-03-27,ACCT-464584,Wells Fargo,348.5582,352.53143,Match
TXN-007759,2044-03-29,ACCT-504077,Wells Fargo,-3.6421704,-3.148757,Break
TXN-007762,2044-04-01,ACCT-824277,Bank of America,-2.7454798,0.44513068,Break
TXN-007765,2044-04-04,ACCT-712262,Citibank,24.297615,113.82761,Break
TXN-007777,2044-04-16,ACCT-887748,Bank of America,-4.005503,-4.0973015,Break
TXN-007778,2044-04-17,ACCT-661864,Citibank,-4.000943,-4.0777345,Break
TXN-007779,2044-04-18,ACCT-921847,Wells Fargo,37.102886,29.23024,Match
TXN-007783,2044-04-22,ACCT-056089,Bank of America,-4.005636,-4.097636,Break
TXN-007784,2044-04-23,ACCT-806975,Chase,2353.0232,2599.9011,Match
TXN-007785,2044-04-24,ACCT-863401,Citibank,-4.005636,-4.097636,Match
TXN-007787,2044-04-26,ACCT-601957,Chase,-3.9048917,-3.6403203,Break
TXN-007789,2044-04-28,ACCT-831101,Bank of America,-3.2428336,-2.3267324,Match
TXN-007791,2044-04-30,ACCT-202864,HSBC,-3.2642462,-3.4698164,Break
TXN-007796,2044-05-05,ACCT-098828,Citibank,2.8618553,25.159554,Break
TXN-007798,2044-05-07,ACCT-308941,HSBC,9.649762,3.1689737,Match
TXN-007801,2044-05-10,ACCT-992330,Wells Fargo,0.6944145,7.019355,Break
TXN-007805,2044-05-14,ACCT-516053,Citibank,-3.8114665,-3.910172,Break
TXN-007806,2044-05-15,ACCT-069584,Bank of America,-4.005631,-4.09762,Break
TXN-007807,2044-05-16,ACCT-307560,Bank of America,-4.0056324,-4.0976286,Break
TXN-007814,2044-05-23,ACCT-320238,HSBC,-4.002744,-4.0963335,Break
TXN-007824,2044-06-02,ACCT-730013,Citibank,329.1211,254.70934,Break
TXN-007828,2044-06-06,ACCT-488495,Bank of America,-3.8140779,-3.7955961,Break
TXN-007831,2044-06-09,ACCT-283941,Chase,94.69072,180.6146,Break
TXN-007833,2044-06-11,ACCT-464505,HSBC,-2.410072,-0.22134246,Break
TXN-007834,2044-06-12,ACCT-839646,Chase,-3.2398841,-3.4303002,Match
TXN-007838,2044-06-16,ACCT-087291,Citibank,26.00874,20.458824,Break
TXN-007840,2044-06-18,ACCT-813022,Bank of America,-4.0056357,-4.097636,Break
TXN-007843,2044-06-21,ACCT-700682,Bank of America,30.26291,22.599314,Match
TXN-007844,2044-06-22,ACCT-523561,Bank of America,-2.8911793,-0.45194712,Break
TXN-007846,2044-06-24,ACCT-886911,Chase,242.56598,346.42972,Break
TXN-007849,2044-06-27,ACCT-992787,Chase,2615.2202,2595.0146,Match
TXN-007850,2044-06-28,ACCT-313159,Citibank,0.6899346,6.76163,Break
TXN-007858,2044-07-06,ACCT-329332,Citibank,-2.8318207,-1.7736679,Match
TXN-007859,2044-07-07,ACCT-821301,Wells Fargo,-3.794729,-3.940868,Break
TXN-007861,2044-07-09,ACCT-260296,Chase,88.86907,213.24571,Break
TXN-007864,2044-07-12,ACCT-886182,HSBC,1.2283753,7.3279133,Break
TXN-007866,2044-07-14,ACCT-461311,Bank of America,-4.005634,-4.0976324,Break
TXN-007868,2044-07-16,ACCT-471742,Citibank,40.997475,23.89559,Match
TXN-007870,2044-07-18,ACCT-180946,Chase,-4.00532,-4.0974226,Match
TXN-007871,2044-07-19,ACCT-549076,Citibank,-3.4272306,-3.3849673,Match
TXN-007879,2044-07-27,ACCT-529677,Bank of America,-3.9776537,-3.9648798,Match
TXN-007892,2044-08-09,ACCT-049741,Bank of America,-4.0053816,-4.0969853,Break
TXN-007893,2044-08-10,ACCT-262685,Bank of America,-4.0053473,-4.0969644,Break
TXN-007899,2044-08-16,ACCT-088852,Chase,-3.7197478,-3.955839,Match
TXN-007900,2044-08-17,ACCT-561117,HSBC,820.783,786.65485,Break
TXN-007901,2044-08-18,ACCT-169140,Chase,256.34702,238.76979,Match
TXN-007902,2044-08-19,ACCT-142275,Citibank,-4.005611,-4.097577,Break
TXN-007905,2044-08-22,ACCT-491135,Chase,9.714672,23.719864,Break
TXN-007907,2044-08-24,ACCT-939876,Citibank,-3.1956131,-2.771066,Break
TXN-007909,2044-08-26,ACCT-094091,Chase,113.007744,166.85791,Match
TXN-007910,2044-08-27,ACCT-447642,Citibank,-4.005636,-4.097636,Break
TXN-007917,2044-09-03,ACCT-787014,Bank of America,-4.0055084,-4.0975766,Match
TXN-007919,2044-09-05,ACCT-187310,Citibank,-4.005516,-4.097548,Break
TXN-007924,2044-09-10,ACCT-011399,Chase,-2.3512635,-2.6915092,Match
TXN-007926,2044-09-12,ACCT-491783,Bank of America,-4.005631,-4.097625,Break
TXN-007927,2044-09-13,ACCT-882112,Chase,-3.9992878,-4.0877776,Break
TXN-007936,2044-09-22,ACCT-906699,Chase,2647.2126,2751.297,Match
TXN-007938,2044-09-24,ACCT-721305,Citibank,-4.005631,-4.097634,Match
TXN-007940,2044-09-26,ACCT-464194,Wells Fargo,-4.005636,-4.0976357,Break
TXN-007942,2044-09-28,ACCT-288042,Citibank,-4.004365,-4.095263,Break
TXN-007944,2044-09-30,ACCT-924974,Chase,-3.8628054,-3.9369328,Match
TXN-007945,2044-10-01,ACCT-360785,HSBC,13.784021,28.875965,Break
TXN-007947,2044-10-03,ACCT-872819,HSBC,1494.7582,1216.4965,Match
TXN-007955,2044-10-11,ACCT-657386,Wells Fargo,-4.005634,-4.0976353,Match
TXN-007956,2044-10-12,ACCT-348325,Citibank,0.11556801,3.934182,Break
TXN-007957,2044-10-13,ACCT-286028,Citibank,1379.1631,980.7619,Match
TXN-007968,2044-10-24,ACCT-071329,Wells Fargo,-4.005628,-4.0976315,Break
TXN-007971,2044-10-27,ACCT-193598,Wells Fargo,-3.6773953,-3.8976517,Break
TXN-007972,2044-10-28,ACCT-390060,Wells Fargo,-3.5354824,-3.4850857,Break
TXN-007974,2044-10-30,ACCT-502190,HSBC,780.64087,982.1242,Break
TXN-007976,2044-11-01,ACCT-631642,HSBC,2.5608308,12.415338,Break
TXN-007978,2044-11-03,ACCT-004626,Citibank,-1.1669189,-0.29052153,Break
TXN-007980,2044-11-05,ACCT-233247,Citibank,-4.005631,-4.097631,Match
TXN-007981,2044-11-06,ACCT-105808,Citibank,-3.9900808,-4.0894666,Match
TXN-007982,2044-11-07,ACCT-572085,Bank of America,-4.005534,-4.0975757,Match
TXN-007983,2044-11-08,ACCT-212674,Citibank,-2.6133783,-2.5225813,Match
TXN-007985,2044-11-10,ACCT-937909,Bank of America,8.528782,8.585248,Match
TXN-007986,2044-11-11,ACCT-492678,HSBC,346.33524,451.32025,Match
TXN-007988,2044-11-13,ACCT-488207,HSBC,2667.6812,2589.593,Match
TXN-007989,2044-11-14,ACCT-847861,Chase,-3.9731991,-4.083861,Match
TXN-007990,2044-11-15,ACCT-819283,Bank of America,20.944166,38.510715,Match
TXN-007993,2044-11-18,ACCT-514148,Citibank,-3.6254103,-2.430632,Break
TXN-007995,2044-11-20,ACCT-834313,Bank of America,36.19218,43.350273,Match
TXN-007997,2044-11-22,ACCT-991186,Citibank,-4.0054317,-4.097449,Match
TXN-008003,2044-11-28,ACCT-771815,Wells Fargo,-3.8904517,-3.9912431,Match
TXN-008005,2044-11-30,ACCT-619136,Citibank,-3.837653,-3.8076065,Match
TXN-008006,2044-12-01,ACCT-622240,Citibank,-4.005636,-4.097636,Match
TXN-008007,2044-12-02,ACCT-781916,Citibank,-2.7013502,-2.1007693,Match
TXN-008008,2044-12-03,ACCT-348448,Citibank,5.686784,2.427914,Match
TXN-008011,2044-12-06,ACCT-110017,Bank of America,-4.0055504,-4.0971165,Break
TXN-008017,2044-12-12,ACCT-823414,Citibank,1314.433,1176.5077,Match
TXN-008018,2044-12-13,ACCT-589476,Wells Fargo,-4.005635,-4.0976357,Match
TXN-008019,2044-12-14,ACCT-247623,Chase,-4.0055895,-4.0974917,Break
TXN-008030,2044-12-25,ACCT-864755,Chase,12.694527,17.259638,Match
TXN-008033,2044-12-28,ACCT-476808,Bank of America,-4.005636,-4.097636,Match
TXN-008039,2045-01-03,ACCT-211564,Citibank,-3.987758,-4.080719,Break
TXN-008040,2045-01-04,ACCT-094640,Citibank,-3.2772906,-2.795666,Match
TXN-008042,2045-01-06,ACCT-921021,Citibank,900.8205,1099.2767,Break
TXN-008045,2045-01-09,ACCT-929702,Citibank,-3.5360458,-2.845767,Break
TXN-008051,2045-01-15,ACCT-288637,Wells Fargo,-4.0056214,-4.09763,Break
TXN-008052,2045-01-16,ACCT-129369,HSBC,204.17522,221.6923,Break
TXN-008053,2045-01-17,ACCT-558154,Chase,-3.9815562,-4.058706,Match
TXN-008054,2045-01-18,ACCT-654076,Bank of America,-4.0033674,-4.094898,Match
TXN-008057,2045-01-21,ACCT-695385,Chase,-4.0030074,-4.0956864,Match
TXN-008059,2045-01-23,ACCT-015901,Citibank,-4.0038757,-4.0956984,Match
TXN-008068,2045-02-01,ACCT-119799,Wells Fargo,-2.281821,-0.7622405,Break
TXN-008071,2045-02-04,ACCT-261280,Bank of America,14.552641,22.173988,Match
TXN-008072,2045-02-05,ACCT-715796,Chase,3.355921,13.3827715,Break
TXN-008074,2045-02-07,ACCT-082087,HSBC,-3.9611185,-3.978128,Break
TXN-008083,2045-02-16,ACCT-362170,Bank of America,-4.005636,-4.0976357,Break
TXN-008087,2045-02-20,ACCT-973114,Citibank,0.0898169,8.699854,Break
TXN-008088,2045-02-21,ACCT-727801,Citibank,-4.005612,-4.097615,Match
TXN-008091,2045-02-24,ACCT-430962,Bank of America,-3.9358075,-3.9881325,Match
TXN-008097,2045-03-02,ACCT-014208,Citibank,-4.005599,-4.097501,Break
TXN-008106,2045-03-11,ACCT-624568,Citibank,80.1921,78.49182,Match
TXN-008107,2045-03-12,ACCT-414673,Chase,2132.4233,2234.9265,Match
TXN-008111,2045-03-16,ACCT-298931,Bank of America,-4.0056357,-4.0976353,Break
TXN-008112,2045-03-17,ACCT-042004,Citibank,-3.9688826,-3.9365125,Break
TXN-008121,2045-03-26,ACCT-843485,HSBC,-2.9870334,-3.3876138,Match
TXN-008125,2045-03-30,ACCT-504390,Bank of America,1816.966,1825.9491,Match
TXN-008126,2045-03-31,ACCT-328921,Citibank,-4.005636,-4.097636,Match
TXN-008129,2045-04-03,ACCT-489543,Citibank,-4.003607,-4.0914707,Break
TXN-008131,2045-04-05,ACCT-620272,Citibank,0.8509816,-0.39939037,Match
TXN-008134,2045-04-08,ACCT-219846,Bank of America,-3.9697444,-4.0403485,Break
TXN-008136,2045-04-10,ACCT-453774,Wells Fargo,-4.0056124,-4.0976305,Match
TXN-008140,2045-04-14,ACCT-624104,Bank of America,-3.82149,-3.6866577,Match
TXN-008151,2045-04-25,ACCT-030310,Chase,-4.0034957,-4.0955195,Match
TXN-008153,2045-04-27,ACCT-162842,Wells Fargo,-3.9626431,-4.0641265,Match
TXN-008154,2045-04-28,ACCT-860388,Bank of America,-4.0056205,-4.097608,Break
TXN-008155,2045-04-29,ACCT-485470,HSBC,1343.2701,1886.7097,Break
TXN-008156,2045-04-30,ACCT-866672,Citibank,-3.4429557,-2.1687582,Break
TXN-008163,2045-05-07,ACCT-220501,Citibank,-3.9731054,-4.0067196,Break
TXN-008165,2045-05-09,ACCT-955267,Citibank,-3.99519,-4.0578666,Break
TXN-008167,2045-05-11,ACCT-123326,Citibank,-4.005633,-4.0976295,Break
TXN-008173,2045-05-17,ACCT-170166,Bank of America,-3.6116428,-3.688398,Match
TXN-008174,2045-05-18,ACCT-128135,HSBC,62.846275,147.41411,Break
TXN-008176,2045-05-20,ACCT-389515,Citibank,-4.005614,-4.097608,Match
TXN-008185,2045-05-29,ACCT-471835,Bank of America,-4.0056276,-4.0976167,Break
TXN-008186,2045-05-30,ACCT-805381,HSBC,332.55963,313.17194,Break
TXN-008189,2045-06-02,ACCT-397250,Citibank,0.110452026,9.189705,Match
TXN-008190,2045-06-03,ACCT-725666,Bank of America,-3.6744914,-3.543527,Match
TXN-008191,2045-06-04,ACCT-445373,Citibank,-3.9305673,-3.6374402,Break
TXN-008195,2045-06-08,ACCT-995444,Citibank,35.09467,148.87733,Match
TXN-008196,2045-06-09,ACCT-972637,Wells Fargo,-3.554777,-3.7029486,Match
TXN-008198,2045-06-11,ACCT-740463,Bank of America,-4.005636,-4.097636,Break
TXN-008201,2045-06-14,ACCT-151543,Citibank,-2.2237062,-2.6502652,Break
TXN-008203,2045-06-16,ACCT-893049,HSBC,-3.728902,-3.2071195,Break
TXN-008209,2045-06-22,ACCT-845906,Citibank,34.808926,102.94391,Break
TXN-008213,2045-06-26,ACCT-500380,HSBC,2332.583,2056.5654,Match
TXN-008214,2045-06-27,ACCT-794187,Chase,-3.9800851,-4.061192,Break
TXN-008218,2045-07-01,ACCT-270406,Wells Fargo,0.5640625,-0.7654146,Match
TXN-008220,2045-07-03,ACCT-223504,HSBC,-4.005485,-4.0974483,Break
TXN-008221,2045-07-04,ACCT-537980,Citibank,1691.9154,1565.8693,Match
TXN-008224,2045-07-07,ACCT-671725,HSBC,6.961832,20.11113,Break
TXN-008225,2045-07-08,ACCT-791486,Bank of America,-4.0055976,-4.097444,Break
TXN-008226,2045-07-09,ACCT-865035,Bank of America,-4.0053535,-4.0962834,Break
TXN-008227,2045-07-10,ACCT-245209,Bank of America,-4.005577,-4.097478,Break
TXN-008228,2045-07-11,ACCT-695859,HSBC,-3.9921787,-4.0880556,Match
TXN-008229,2045-07-12,ACCT-885310,Citibank,-4.0050817,-4.0951533,Break
TXN-008231,2045-07-14,ACCT-641742,Bank of America,-3.887192,-3.7955236,Break
TXN-008232,2045-07-15,ACCT-433023,Chase,2853.8228,2835.8738,Match
TXN-008233,2045-07-16,ACCT-775737,Chase,-3.4544156,-3.446995,Match
TXN-008235,2045-07-18,ACCT-486472,HSBC,3.9931247,4.2938414,Break
TXN-008239,2045-07-22,ACCT-908817,HSBC,1585.3002,1296.0946,Break
TXN-008246,2045-07-29,ACCT-452110,Citibank,452.2142,752.15015,Match
TXN-008254,2045-08-06,ACCT-191312,Chase,-3.6183298,-2.9286132,Match
TXN-008259,2045-08-11,ACCT-679254,Chase,-4.001129,-4.0949526,Match
TXN-008260,2045-08-12,ACCT-150453,Chase,313.13553,709.52045,Break
TXN-008264,2045-08-16,ACCT-233610,Wells Fargo,217.4055,442.1654,Break
TXN-008269,2045-08-21,ACCT-189426,Chase,-3.906465,-4.0096436,Break
TXN-008271,2045-08-23,ACCT-359952,Citibank,5.8137274,29.18636,Break
TXN-008289,2045-09-10,ACCT-757843,Bank of America,-3.8622365,-3.9062514,Break
TXN-008291,2045-09-12,ACCT-869019,Bank of America,-3.9826841,-4.020103,Break
TXN-008293,2045-09-14,ACCT-430908,Wells Fargo,-3.984061,-4.088048,Match
TXN-008299,2045-09-20,ACCT-410679,Wells Fargo,-1.4640847,0.8383907,Break
TXN-008307,2045-09-28,ACCT-171627,Citibank,-4.0055885,-4.097569,Break
TXN-008309,2045-09-30,ACCT-659883,Wells Fargo,23.048855,33.934948,Break
TXN-008312,2045-10-03,ACCT-679469,Citibank,-4.0051513,-4.0972414,Match
TXN-008320,2045-10-11,ACCT-536648,Bank of America,-4.005636,-4.097636,Break
TXN-008321,2045-10-12,ACCT-432125,Wells Fargo,-4.005345,-4.097458,Match
TXN-008322,2045-10-13,ACCT-688131,Bank of America,-4.005542,-4.097344,Break
TXN-008323,2045-10-14,ACCT-262944,HSBC,2683.7446,2394.231,Match
TXN-008324,2045-10-15,ACCT-437712,Bank of America,-4.0056343,-4.0976334,Break
TXN-008336,2045-10-27,ACCT-801808,Citibank,-4.005636,-4.097636,Match
TXN-008339,2045-10-30,ACCT-605474,Citibank,-3.76441,-3.4118636,Break
TXN-008341,2045-11-01,ACCT-256864,HSBC,-1.7065428,-2.0886838,Match
TXN-008345,2045-11-05,ACCT-961676,Chase,528.66876,379.38043,Match
TXN-008347,2045-11-07,ACCT-755834,Citibank,-4.005482,-4.0973783,Match
TXN-008348,2045-11-08,ACCT-991142,HSBC,-4.0054526,-4.097374,Break
TXN-008350,2045-11-10,ACCT-252803,Wells Fargo,-4.005634,-4.097633,Break
TXN-008353,2045-11-13,ACCT-808279,Bank of America,-4.005636,-4.097636,Break
TXN-008357,2045-11-17,ACCT-205437,Citibank,-0.68607724,5.980791,Break
TXN-008358,2045-11-18,ACCT-540200,Citibank,-3.9660041,-4.0332575,Break
TXN-008360,2045-11-20,ACCT-208639,Bank of America,-4.005483,-4.0974827,Match
TXN-008364,2045-11-24,ACCT-453257,Wells Fargo,-2.706622,-0.96224344,Break
TXN-008377,2045-12-07,ACCT-118415,Citibank,1642.5188,2156.8792,Break
TXN-008379,2045-12-09,ACCT-318310,Chase,2691.4695,2615.5994,Match
TXN-008387,2045-12-17,ACCT-332811,Chase,65.82497,87.23383,Match
TXN-008389,2045-12-19,ACCT-891797,Bank of America,-4.005636,-4.097636,Break
TXN-008390,2045-12-20,ACCT-092850,Citibank,-3.9848886,-4.0840735,Match
TXN-008391,2045-12-21,ACCT-468834,Chase,-4.005534,-4.097605,Match
TXN-008392,2045-12-22,ACCT-595201,Chase,-4.005636,-4.097636,Match
TXN-008393,2045-12-23,ACCT-052735,Bank of America,-3.9959743,-4.0783963,Match
TXN-008394,2045-12-24,ACCT-895124,Wells Fargo,2182.524,1732.3016,Match
TXN-008397,2045-12-27,ACCT-563244,Chase,-3.035094,-1.4463762,Break
TXN-008406,2046-01-05,ACCT-981617,Wells Fargo,5.5492105,2.3564985,Match
TXN-008408,2046-01-07,ACCT-480158,Chase,0.7596501,7.4810143,Match
TXN-008411,2046-01-10,ACCT-153176,HSBC,-4.005318,-4.0971985,Break
TXN-008416,2046-01-15,ACCT-858182,Bank of America,-4.0049567,-4.0936427,Break
TXN-008419,2046-01-18,ACCT-866504,Chase,-2.8341525,-2.9930797,Break
TXN-008421,2046-01-20,ACCT-883995,Bank of America,-4.005636,-4.097636,Break
TXN-008423,2046-01-22,ACCT-692957,Citibank,-4.005636,-4.097636,Match
TXN-008425,2046-01-24,ACCT-585589,Citibank,-3.570368,-2.0545309,Break
TXN-008426,2046-01-25,ACCT-047319,Bank of America,640.9578,832.7849,Match
TXN-008428,2046-01-27,ACCT-841139,Bank of America,-3.9147706,-3.7516825,Break
TXN-008429,2046-01-28,ACCT-988648,HSBC,2882.2043,2804.5154,Match
TXN-008431,2046-01-30,ACCT-410958,Citibank,-0.26043501,3.7024038,Break
TXN-008432,2046-01-31,ACCT-493233,Citibank,-3.9989216,-4.0808105,Break
TXN-008434,2046-02-02,ACCT-024401,Citibank,-3.4437435,-2.5648627,Break
TXN-008435,2046-02-03,ACCT-761840,Bank of America,18.318876,94.11071,Break
TXN-008437,2046-02-05,ACCT-033151,Citibank,59.21867,62.137142,Match
TXN-008443,2046-02-11,ACCT-259785,HSBC,8.303666,6.166418,Match
TXN-008446,2046-02-14,ACCT-308989,Bank of America,-4.00538,-4.097189,Break
TXN-008454,2046-02-22,ACCT-233625,Bank of America,-3.2635136,-3.1377258,Match
TXN-008460,2046-02-28,ACCT-613767,Chase,-3.9545083,-4.086098,Match
TXN-008465,2046-03-05,ACCT-233690,Chase,-0.919613,-1.4352607,Match
TXN-008466,2046-03-06,ACCT-225784,Citibank,11.164823,46.97761,Break
TXN-008473,2046-03-13,ACCT-656894,Bank of America,-4.00563,-4.0975986,Break
TXN-008476,2046-03-16,ACCT-610162,Wells Fargo,-4.001866,-4.094337,Match
TXN-008477,2046-03-17,ACCT-272839,Bank of America,-4.0051875,-4.0973773,Match
TXN-008478,2046-03-18,ACCT-648472,HSBC,-3.9968722,-4.0793524,Break
TXN-008485,2046-03-25,ACCT-460441,HSBC,-4.005636,-4.097636,Break
TXN-008486,2046-03-26,ACCT-946951,Bank of America,-4.000341,-4.092668,Match
TXN-008491,2046-03-31,ACCT-750095,HSBC,-3.9189396,-3.837546,Break
TXN-008492,2046-04-01,ACCT-444725,Bank of America,-4.005636,-4.097636,Break
TXN-008495,2046-04-04,ACCT-129891,Bank of America,-4.004538,-4.0943093,Break
TXN-008503,2046-04-12,ACCT-510855,Wells Fargo,-4.005636,-4.097636,Break
TXN-008506,2046-04-15,ACCT-136828,Citibank,-4.0020823,-4.0956764,Match
TXN-008511,2046-04-20,ACCT-957696,Bank of America,-4.005636,-4.097636,Break
TXN-008513,2046-04-22,ACCT-053279,Wells Fargo,51.208424,44.56099,Match
TXN-008520,2046-04-29,ACCT-828089,HSBC,59.12344,195.43866,Break
TXN-008522,2046-05-01,ACCT-278386,Chase,-4.0056353,-4.0976357,Match
TXN-008528,2046-05-07,ACCT-146975,Citibank,-3.8900564,-3.928339,Match
TXN-008530,2046-05-09,ACCT-278809,Chase,52.890884,161.03226,Break
TXN-008531,2046-05-10,ACCT-778886,Chase,-0.36229792,-2.581756,Match
TXN-008534,2046-05-13,ACCT-343221,Citibank,-4.005636,-4.097636,Match
TXN-008537,2046-05-16,ACCT-551971,Citibank,-2.3260722,-1.160148,Break
TXN-008548,2046-05-27,ACCT-381816,Wells Fargo,24.006905,71.07982,Break
TXN-008550,2046-05-29,ACCT-603832,Citibank,94.64177,213.29733,Break
TXN-008553,2046-06-01,ACCT-538127,Chase,1279.8116,1698.4592,Match
TXN-008555,2046-06-03,ACCT-498117,Chase,-4.005633,-4.097635,Match
TXN-008558,2046-06-06,ACCT-522354,Citibank,-3.9845939,-4.0164466,Break
TXN-008560,2046-06-08,ACCT-250165,Citibank,-2.4496589,0.8525866,Break
TXN-008568,2046-06-16,ACCT-166626,Bank of America,-4.005348,-4.096757,Break
TXN-008570,2046-06-18,ACCT-644348,Wells Fargo,-4.0056143,-4.0975957,Break
TXN-008572,2046-06-20,ACCT-645407,Wells Fargo,-4.0055327,-4.097396,Break
TXN-008578,2046-06-26,ACCT-645527,Bank of America,-4.001199,-4.0945797,Match
TXN-008580,2046-06-28,ACCT-362322,Chase,-3.8100715,-3.9618835,Match
TXN-008581,2046-06-29,ACCT-886002,Chase,-4.003468,-4.095757,Match
TXN-008590,2046-07-08,ACCT-519237,Citibank,-4.0055704,-4.0973473,Break
TXN-008593,2046-07-11,ACCT-187122,Chase,-4.0056334,-4.0976353,Match
TXN-008596,2046-07-14,ACCT-910321,HSBC,54.167297,132.34271,Break
TXN-008603,2046-07-21,ACCT-905323,Bank of America,-4.003547,-4.0968513,Match
TXN-008604,2046-07-22,ACCT-702084,Chase,-4.00543,-4.097333,Match
TXN-008610,2046-07-28,ACCT-491469,Citibank,-4.0022383,-4.0754595,Break
TXN-008624,2046-08-11,ACCT-507491,Bank of America,-4.005636,-4.0976353,Break
TXN-008625,2046-08-12,ACCT-332477,Bank of America,-4.005635,-4.0976353,Break
TXN-008628,2046-08-15,ACCT-858182,Citibank,-3.9677436,-4.0617757,Match
TXN-008633,2046-08-20,ACCT-816146,Citibank,135.44324,484.41052,Break
TXN-008634,2046-08-21,ACCT-691934,Bank of America,-3.6188488,-2.665789,Match
