Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Break Reason
TXN-007800,2044-05-09,ACCT-693829,Citibank,945.3868,1635.2235,Match,
TXN-004938,2036-07-08,ACCT-014571,Bank of America,-3.0276246,-2.7545898,Match,
TXN-002705,2030-05-28,ACCT-086852,Citibank,114.8929,222.20898,Match,
TXN-005286,2037-06-21,ACCT-668826,Bank of America,-4.000724,-4.086574,Break,Bank Error
TXN-000176,2023-06-25,ACCT-697028,Chase,102.31585,189.96532,Match,
TXN-007482,2043-06-26,ACCT-785689,Citibank,1802.0454,1722.9984,Match,
TXN-002094,2028-09-24,ACCT-605531,Bank of America,-3.9160101,-4.021126,Match,
TXN-008751,2046-12-16,ACCT-859274,Citibank,-2.3010328,-2.6456192,Match,
TXN-003492,2032-07-23,ACCT-559137,Citibank,-4.0054016,-4.097476,Break,Fraudulent/Unauthorized
TXN-001921,2028-04-04,ACCT-039982,Citibank,2003.2816,1712.6375,Match,
TXN-000083,2023-03-24,ACCT-988003,Citibank,2223.9553,2187.2969,Match,
TXN-000817,2025-03-27,ACCT-741227,Chase,765.0599,1492.87,Break,Duplicate Entry
TXN-008602,2046-07-20,ACCT-161906,Bank of America,-3.9970047,-4.0787196,Break,Bank Error
TXN-007355,2043-02-19,ACCT-077532,Bank of America,21.715864,18.066683,Match,
TXN-004397,2035-01-14,ACCT-814505,Bank of America,-4.005636,-4.097636,Break,Fraudulent/Unauthorized
TXN-009182,2048-02-20,ACCT-147691,Citibank,-3.9168913,-3.9896848,Match,
TXN-005569,2038-03-31,ACCT-123135,Bank of America,-4.0055914,-4.097439,Break,Missing in Books
TXN-000284,2023-10-11,ACCT-823853,Citibank,1997.3129,1747.8369,Match,
TXN-004121,2034-04-13,ACCT-595159,HSBC,-3.7220867,-3.7854385,Match,
TXN-007481,2043-06-25,ACCT-565795,Bank of America,-3.9806721,-4.0644855,Match,
TXN-000610,2024-09-01,ACCT-422033,Citibank,137.56255,404.61057,Break,Timing Difference
TXN-002916,2030-12-25,ACCT-827861,Chase,3.0446723,11.9709215,Break,Missing in Bank
TXN-001814,2027-12-19,ACCT-281665,Chase,251.21205,247.75829,Match,
TXN-001272,2026-06-25,ACCT-163096,HSBC,2502.204,2352.394,Break,Amount Mismatch
TXN-005925,2039-03-22,ACCT-864884,Chase,1793.4803,1770.4773,Match,
TXN-009596,2049-04-09,ACCT-157966,Citibank,54.828423,135.02844,Break,Duplicate Entry
TXN-002995,2031-03-14,ACCT-391486,Citibank,-4.005627,-4.0975685,Break,Duplicate Entry
TXN-007110,2042-06-19,ACCT-967285,HSBC,-4.005357,-4.0973344,Break,Amount Mismatch
TXN-008614,2046-08-01,ACCT-267402,Chase,699.82904,372.60272,Match,
TXN-007357,2043-02-21,ACCT-624401,Chase,2482.3796,2435.0374,Match,
TXN-002643,2030-03-27,ACCT-210637,Citibank,-4.00489,-4.095322,Break,Fraudulent/Unauthorized
TXN-006554,2040-12-10,ACCT-723381,Citibank,-3.1072598,-3.245905,Match,
TXN-004509,2035-05-06,ACCT-024338,Chase,-3.9918137,-4.0672374,Break,Fraudulent/Unauthorized
TXN-002306,2029-04-24,ACCT-287480,Chase,2395.0938,2063.7332,Match,
TXN-006503,2040-10-20,ACCT-077776,Citibank,-4.002901,-4.0929546,Match,
TXN-006261,2040-02-21,ACCT-321142,Bank of America,-4.0011163,-4.077341,Break,Timing Difference
TXN-004196,2034-06-27,ACCT-152706,Bank of America,-3.9482555,-4.013684,Break,Bank Error
TXN-005563,2038-03-25,ACCT-678061,HSBC,129.1567,230.94624,Break,Amount Mismatch
TXN-004841,2036-04-02,ACCT-561297,Wells Fargo,-4.005635,-4.0976357,Match,
TXN-004656,2035-09-30,ACCT-985459,Citibank,-4.0056305,-4.097633,Match,
TXN-008148,2045-04-22,ACCT-698179,Chase,1036.9073,1062.326,Match,
TXN-004169,2034-05-31,ACCT-974888,Citibank,5.9967575,5.2724657,Match,
TXN-003850,2033-07-16,ACCT-281716,Citibank,7.4561777,48.691113,Break,Missing in Bank
TXN-009848,2049-12-17,ACCT-244723,Chase,-4.002199,-4.095999,Match,
TXN-008402,2046-01-01,ACCT-711180,HSBC,-4.005616,-4.0976,Break,Duplicate Entry
TXN-005254,2037-05-20,ACCT-273736,Bank of America,-3.9966302,-4.0904446,Break,Missing in Bank
TXN-007885,2044-08-02,ACCT-579049,Bank of America,-4.0022745,-4.09468,Match,
TXN-005534,2038-02-24,ACCT-695720,Citibank,1.3871964,6.1376143,Match,
TXN-002415,2029-08-11,ACCT-172730,Citibank,5.6324425,29.731358,Break,Duplicate Entry
TXN-003555,2032-09-24,ACCT-152778,Bank of America,28.36247,19.607061,Match,
TXN-004692,2035-11-05,ACCT-411602,Citibank,-4.002131,-4.0855145,Break,Bank Error
TXN-004499,2035-04-26,ACCT-336026,Wells Fargo,-3.9825845,-4.0581408,Break,Timing Difference
TXN-002196,2029-01-04,ACCT-808452,Citibank,36.280735,28.934235,Match,
TXN-005046,2036-10-24,ACCT-552769,Chase,2745.912,2648.6882,Match,
TXN-002601,2030-02-13,ACCT-557004,Citibank,147.38963,234.11632,Break,Missing in Books
TXN-001519,2027-02-27,ACCT-275877,Bank of America,-4.0056205,-4.097628,Match,
TXN-004765,2036-01-17,ACCT-245327,Bank of America,-3.900507,-3.879992,Break,Missing in Bank
TXN-004315,2034-10-24,ACCT-685855,Citibank,-4.0054083,-4.0966387,Break,Duplicate Entry
TXN-003367,2032-03-20,ACCT-527440,Citibank,-3.4045882,-0.5319592,Break,Missing in Bank
TXN-006066,2039-08-10,ACCT-617572,Citibank,163.99435,427.65988,Break,Missing in Bank
TXN-006583,2041-01-08,ACCT-741886,Bank of America,-1.7023674,-2.6258423,Match,
TXN-002634,2030-03-18,ACCT-282285,Chase,-4.003985,-4.0955048,Break,Fraudulent/Unauthorized
TXN-007338,2043-02-02,ACCT-385820,Wells Fargo,421.27655,244.9287,Match,
TXN-005634,2038-06-04,ACCT-728174,Citibank,-3.7450583,-3.050939,Break,Duplicate Entry
TXN-009169,2048-02-07,ACCT-545737,Chase,-0.62949264,5.6612816,Break,Missing in Books
TXN-008790,2047-01-24,ACCT-723726,Bank of America,-4.0054355,-4.09725,Break,Bank Error
TXN-002435,2029-08-31,ACCT-050261,Citibank,663.0732,500.25598,Match,
TXN-008278,2045-08-30,ACCT-928441,Bank of America,-3.9241118,-4.024677,Match,
TXN-006759,2041-07-03,ACCT-476479,HSBC,-4.0043364,-4.0921063,Break,Duplicate Entry
TXN-006612,2041-02-06,ACCT-615059,HSBC,2637.133,2324.9277,Match,
TXN-004521,2035-05-18,ACCT-273395,Bank of America,-4.005636,-4.097636,Match,
TXN-005588,2038-04-19,ACCT-107637,HSBC,1321.8007,1161.7755,Match,
TXN-003546,2032-09-15,ACCT-020114,Citibank,1035.085,818.142,Match,
TXN-005966,2039-05-02,ACCT-699701,Citibank,-4.005636,-4.097636,Break,Duplicate Entry
TXN-005993,2039-05-29,ACCT-114526,Bank of America,-4.005636,-4.097636,Match,
TXN-008806,2047-02-09,ACCT-131215,Bank of America,-4.0031657,-4.0911803,Break,Bank Error
TXN-005532,2038-02-22,ACCT-795722,Citibank,-0.786332,3.4965732,Break,Missing in Books
TXN-005445,2037-11-27,ACCT-718643,HSBC,-3.3379612,-2.770358,Break,Missing in Bank
TXN-000518,2024-06-01,ACCT-688131,HSBC,257.14624,436.0597,Break,Timing Difference
TXN-006111,2039-09-24,ACCT-046131,Chase,1022.48145,1372.053,Break,Fraudulent/Unauthorized
TXN-006865,2041-10-17,ACCT-408739,Citibank,117.8794,228.55785,Break,Missing in Bank
TXN-007961,2044-10-17,ACCT-993158,Bank of America,-4.0056357,-4.0976353,Break,Timing Difference
TXN-001416,2026-11-16,ACCT-194693,Wells Fargo,-4.005431,-4.097328,Break,Timing Difference
TXN-004665,2035-10-09,ACCT-743544,Chase,-3.9984145,-4.08921,Break,Fraudulent/Unauthorized
TXN-004457,2035-03-15,ACCT-529477,Chase,-4.005493,-4.0972543,Break,Fraudulent/Unauthorized
TXN-002762,2030-07-24,ACCT-442006,HSBC,-3.9997954,-4.0869064,Break,Amount Mismatch
TXN-004856,2036-04-17,ACCT-343468,Bank of America,-4.005202,-4.095977,Break,Fraudulent/Unauthorized
TXN-000128,2023-05-08,ACCT-854336,Citibank,-4.0056357,-4.097633,Break,Bank Error
TXN-003475,2032-07-06,ACCT-868584,Citibank,-3.9901001,-4.0825357,Break,Duplicate Entry
TXN-007970,2044-10-26,ACCT-001269,Bank of America,-4.0056276,-4.0976033,Break,Timing Difference
TXN-004311,2034-10-20,ACCT-766135,Citibank,-3.9982557,-4.087142,Match,
TXN-002439,2029-09-04,ACCT-158082,HSBC,2605.552,2580.5642,Match,
TXN-003766,2033-04-23,ACCT-829188,Bank of America,-3.8698213,-3.9355834,Match,
TXN-006877,2041-10-29,ACCT-344744,Citibank,243.45343,143.31598,Match,
TXN-005897,2039-02-22,ACCT-466097,Chase,-4.005633,-4.097635,Match,
TXN-005841,2038-12-28,ACCT-442672,Citibank,-4.0056353,-4.097633,Break,Bank Error
TXN-008843,2047-03-18,ACCT-074731,HSBC,-3.835579,-3.9418707,Break,Amount Mismatch
TXN-009771,2049-10-01,ACCT-703285,Bank of America,-4.005636,-4.097636,Match,
TXN-001474,2027-01-13,ACCT-756289,HSBC,15.102537,27.85935,Break,Amount Mismatch
TXN-004822,2036-03-14,ACCT-371136,Chase,14.7225895,18.712288,Match,
TXN-006916,2041-12-07,ACCT-282377,Bank of America,-4.004733,-4.0943794,Break,Timing Difference
TXN-003561,2032-09-30,ACCT-296230,HSBC,2764.4165,2683.141,Match,
TXN-003952,2033-10-26,ACCT-731775,Citibank,38.71163,83.89968,Break,Missing in Bank
TXN-000050,2023-02-19,ACCT-686058,Chase,2688.0176,2584.509,Match,
TXN-005438,2037-11-20,ACCT-676849,Citibank,758.91705,748.9804,Match,
TXN-009898,2050-02-05,ACCT-852067,Chase,-4.005604,-4.0976033,Match,
TXN-000888,2025-06-06,ACCT-040664,Chase,668.0056,636.08295,Match,
TXN-002617,2030-03-01,ACCT-971516,Chase,-4.005586,-4.0975804,Break,Duplicate Entry
TXN-000517,2024-05-31,ACCT-566435,Citibank,-4.003553,-4.0954003,Break,Missing in Bank
TXN-003169,2031-09-04,ACCT-654988,Chase,87.921616,208.3148,Break,Fraudulent/Unauthorized
TXN-002950,2031-01-28,ACCT-458199,Citibank,-4.0043497,-4.0950775,Break,Missing in Books
TXN-001425,2026-11-25,ACCT-892235,Citibank,-0.70940626,16.055622,Break,Amount Mismatch
TXN-000140,2023-05-20,ACCT-783268,HSBC,-4.005636,-4.097636,Break,Missing in Books
TXN-001925,2028-04-08,ACCT-981153,Citibank,1258.2437,1297.4237,Break,Missing in Books
TXN-002379,2029-07-06,ACCT-389873,Citibank,-4.00376,-4.093792,Break,Missing in Bank
TXN-003198,2031-10-03,ACCT-645443,Chase,-3.7924054,-3.8447511,Match,
TXN-005132,2037-01-18,ACCT-756307,HSBC,22.816338,21.744251,Match,
TXN-000113,2023-04-23,ACCT-065791,Bank of America,-3.8941326,-4.0171924,Match,
TXN-004560,2035-06-26,ACCT-641387,Citibank,-3.2815826,-1.4265989,Break,Fraudulent/Unauthorized
TXN-004596,2035-08-01,ACCT-791389,Chase,-2.334113,-3.4003298,Match,
TXN-007998,2044-11-23,ACCT-096028,HSBC,926.66046,527.6338,Break,Bank Error
TXN-003251,2031-11-25,ACCT-501404,Citibank,-3.994592,-4.0868044,Match,
TXN-004691,2035-11-04,ACCT-498734,Citibank,-3.176731,-1.6710521,Match,
TXN-008116,2045-03-21,ACCT-552815,Bank of America,-4.005277,-4.0973206,Match,
TXN-007768,2044-04-07,ACCT-968621,Bank of America,-4.0056324,-4.097625,Match,
TXN-004547,2035-06-13,ACCT-213712,Bank of America,-3.8442385,-3.026527,Break,Missing in Bank
TXN-007085,2042-05-25,ACCT-403002,Citibank,-3.6926022,-3.7552288,Break,Bank Error
TXN-003278,2031-12-22,ACCT-198839,Citibank,-4.0056357,-4.0976357,Match,
TXN-007543,2043-08-26,ACCT-980946,Bank of America,-4.0056286,-4.0976295,Match,
TXN-006594,2041-01-19,ACCT-045554,Citibank,0.6791457,1.1468529,Match,
TXN-004069,2034-02-20,ACCT-350172,Bank of America,-3.8883407,-3.8771648,Break,Timing Difference
TXN-004409,2035-01-26,ACCT-820207,Citibank,-4.005636,-4.097636,Match,
TXN-008645,2046-09-01,ACCT-007061,Bank of America,-3.9951835,-4.089864,Match,
TXN-008589,2046-07-07,ACCT-391486,Bank of America,-4.005636,-4.097636,Break,Missing in Bank
TXN-007385,2043-03-21,ACCT-671538,Citibank,-2.2822015,0.49128613,Break,Timing Difference
TXN-003223,2031-10-28,ACCT-727941,Bank of America,-3.8117325,-3.596663,Break,Bank Error
TXN-008211,2045-06-24,ACCT-499948,Chase,-3.9957364,-4.0216365,Break,Missing in Books
TXN-000452,2024-03-27,ACCT-587651,Bank of America,-4.005636,-4.097636,Match,
TXN-003732,2033-03-20,ACCT-338867,Bank of America,-4.0028133,-4.0954957,Match,
TXN-008954,2047-07-07,ACCT-770705,Bank of America,-4.0055933,-4.0975943,Match,
TXN-004987,2036-08-26,ACCT-240529,HSBC,419.76413,303.50684,Match,
TXN-003664,2033-01-11,ACCT-726823,Wells Fargo,-4.0027647,-4.0954175,Match,
TXN-002764,2030-07-26,ACCT-868400,Bank of America,-4.005635,-4.097632,Break,Amount Mismatch
TXN-000659,2024-10-20,ACCT-032506,Citibank,-3.4660304,-1.0692149,Break,Missing in Books
TXN-007679,2044-01-09,ACCT-714249,Citibank,-3.9705243,-4.013767,Break,Duplicate Entry
TXN-007677,2044-01-07,ACCT-496792,Bank of America,-1.387844,3.6122434,Break,Duplicate Entry
TXN-004621,2035-08-26,ACCT-961739,Citibank,-0.10493651,3.0548494,Match,
TXN-001000,2025-09-26,ACCT-302335,Bank of America,-3.6672995,-3.605148,Match,
TXN-000390,2024-01-25,ACCT-170370,Citibank,-3.7701511,-3.840357,Break,Duplicate Entry
TXN-003408,2032-04-30,ACCT-674638,Citibank,-3.5153947,-2.5052474,Match,
TXN-001477,2027-01-16,ACCT-829940,Bank of America,-3.2698853,-2.6601903,Break,Missing in Bank
TXN-002241,2029-02-18,ACCT-345952,Chase,-4.0038548,-4.0954285,Match,
TXN-002387,2029-07-14,ACCT-583907,Citibank,1278.0216,1493.9495,Match,
TXN-009140,2048-01-09,ACCT-600489,Wells Fargo,-4.0056357,-4.097635,Break,Missing in Books
TXN-000993,2025-09-19,ACCT-279394,Wells Fargo,548.2586,598.6999,Break,Missing in Books
TXN-004998,2036-09-06,ACCT-318548,Wells Fargo,-4.0056295,-4.0976233,Break,Bank Error
TXN-003923,2033-09-27,ACCT-424105,Wells Fargo,-4.0056357,-4.0976357,Break,Missing in Books
TXN-002973,2031-02-20,ACCT-256028,Citibank,92.578186,100.94461,Match,
TXN-003387,2032-04-09,ACCT-072050,HSBC,0.26791033,4.9660625,Break,Duplicate Entry
TXN-007886,2044-08-03,ACCT-965697,Chase,-3.2060113,-3.7322826,Match,
TXN-008813,2047-02-16,ACCT-414022,Citibank,-4.0052004,-4.095437,Break,Missing in Bank
TXN-004770,2036-01-22,ACCT-465533,HSBC,-3.9993725,-4.085543,Break,Duplicate Entry
TXN-001294,2026-07-17,ACCT-992137,HSBC,1859.2078,1795.3862,Match,
TXN-001825,2027-12-30,ACCT-781560,Chase,-4.0054517,-4.097232,Break,Bank Error
TXN-002874,2030-11-13,ACCT-134905,Chase,-4.005634,-4.097635,Match,
TXN-004174,2034-06-05,ACCT-733741,Wells Fargo,-4.005493,-4.097579,Match,
TXN-002536,2029-12-10,ACCT-864459,Citibank,-3.2263818,-0.6279181,Break,Fraudulent/Unauthorized
TXN-009133,2048-01-02,ACCT-196982,Wells Fargo,-4.00562,-4.0976224,Break,Missing in Bank
TXN-001908,2028-03-22,ACCT-531259,HSBC,493.6944,372.09445,Break,Amount Mismatch
TXN-000043,2023-02-12,ACCT-270808,Citibank,0.53154886,4.0798063,Match,
TXN-009492,2048-12-26,ACCT-724873,Wells Fargo,-4.0051208,-4.0964413,Break,Fraudulent/Unauthorized
TXN-000369,2024-01-04,ACCT-133012,HSBC,-3.9513118,-3.9564054,Break,Missing in Books
TXN-001152,2026-02-25,ACCT-704841,Citibank,1002.52637,1568.6097,Match,
TXN-007753,2044-03-23,ACCT-113888,Citibank,48.454952,179.20135,Break,Duplicate Entry
TXN-006359,2040-05-29,ACCT-563838,Citibank,835.39825,757.7084,Match,
TXN-005913,2039-03-10,ACCT-794475,Bank of America,-4.005636,-4.097636,Break,Duplicate Entry
TXN-006508,2040-10-25,ACCT-332373,Citibank,-4.0056334,-4.09763,Break,Fraudulent/Unauthorized
TXN-007526,2043-08-09,ACCT-495276,Bank of America,-4.005636,-4.097636,Match,
TXN-004161,2034-05-23,ACCT-014758,Chase,179.20444,287.89078,Break,Duplicate Entry
TXN-004288,2034-09-27,ACCT-721882,Chase,4.2200193,6.950021,Break,Duplicate Entry
TXN-007776,2044-04-15,ACCT-916521,Wells Fargo,-4.005617,-4.0976157,Match,
TXN-006715,2041-05-20,ACCT-753226,Bank of America,-3.875999,-4.011418,Match,
TXN-000175,2023-06-24,ACCT-623673,Citibank,11.626752,10.556999,Match,
TXN-001904,2028-03-18,ACCT-436254,HSBC,-3.972816,-4.078494,Match,
TXN-001100,2026-01-04,ACCT-477461,Bank of America,14.526932,18.331186,Break,Missing in Books
TXN-008115,2045-03-20,ACCT-588731,Bank of America,4.5076103,1.5765027,Match,
TXN-003409,2032-05-01,ACCT-677967,Citibank,-4.005636,-4.097636,Break,Duplicate Entry
TXN-001539,2027-03-19,ACCT-675648,Wells Fargo,-3.7617826,-3.63194,Break,Missing in Books
TXN-002293,2029-04-11,ACCT-294397,Wells Fargo,-3.967454,-4.031352,Break,Fraudulent/Unauthorized
TXN-009301,2048-06-18,ACCT-811945,Bank of America,-4.005636,-4.097636,Match,
TXN-001364,2026-09-25,ACCT-239580,HSBC,586.5524,554.39557,Break,Timing Difference
TXN-007189,2042-09-06,ACCT-279790,Citibank,-4.005621,-4.0976257,Match,
TXN-006628,2041-02-22,ACCT-054544,Bank of America,-3.9427192,-3.9872255,Break,Fraudulent/Unauthorized
TXN-005261,2037-05-27,ACCT-800533,Wells Fargo,-3.999567,-4.091278,Break,Fraudulent/Unauthorized
TXN-006816,2041-08-29,ACCT-817596,HSBC,-4.0055585,-4.097579,Break,Missing in Books
TXN-009462,2048-11-26,ACCT-382212,Chase,-4.0051827,-4.096436,Break,Missing in Books
TXN-000681,2024-11-11,ACCT-054552,Chase,-4.005636,-4.0976357,Break,Fraudulent/Unauthorized
TXN-009316,2048-07-03,ACCT-820207,HSBC,-2.7728899,-2.3667588,Break,Missing in Books
TXN-009299,2048-06-16,ACCT-027062,Citibank,169.33217,132.39908,Match,
TXN-003665,2033-01-12,ACCT-165707,Citibank,-4.0055475,-4.0975394,Break,Bank Error
TXN-001662,2027-07-20,ACCT-032672,Chase,-3.9860568,-4.046396,Break,Missing in Bank
TXN-000509,2024-05-23,ACCT-476078,Chase,-4.0056357,-4.0976353,Break,Missing in Books
TXN-000167,2023-06-16,ACCT-099080,Citibank,-4.005636,-4.0976357,Break,Missing in Books
TXN-005498,2038-01-19,ACCT-261108,HSBC,2501.65,2298.8093,Match,
TXN-008300,2045-09-21,ACCT-855514,Citibank,89.28778,330.47354,Break,Timing Difference
TXN-001007,2025-10-03,ACCT-709763,Chase,12.268017,21.513733,Match,
TXN-009740,2049-08-31,ACCT-090160,Bank of America,-4.0056195,-4.0975986,Break,Timing Difference
TXN-001915,2028-03-29,ACCT-270514,Chase,23.976458,17.451609,Match,
TXN-003495,2032-07-26,ACCT-267825,HSBC,-4.0056353,-4.0976357,Match,
TXN-009634,2049-05-17,ACCT-512386,Wells Fargo,-3.7306485,-3.2736697,Break,Fraudulent/Unauthorized
TXN-009751,2049-09-11,ACCT-640430,Wells Fargo,-3.999255,-4.0897274,Break,Fraudulent/Unauthorized
TXN-006445,2040-08-23,ACCT-618241,Citibank,285.09924,685.069,Match,
TXN-004991,2036-08-30,ACCT-852658,HSBC,-4.005071,-4.097267,Match,
TXN-002537,2029-12-11,ACCT-790614,Citibank,-4.0013666,-4.0924397,Match,
TXN-001105,2026-01-09,ACCT-757372,Citibank,-3.9220467,-4.021537,Match,
TXN-003876,2033-08-11,ACCT-647667,Bank of America,-4.005635,-4.097635,Break,Amount Mismatch
TXN-007524,2043-08-07,ACCT-945863,Citibank,-3.8858073,-3.7766664,Break,Missing in Bank
TXN-001753,2027-10-19,ACCT-072088,Citibank,4.7669888,14.546546,Break,Missing in Books
TXN-005311,2037-07-16,ACCT-181329,Citibank,-4.005629,-4.097605,Break,Fraudulent/Unauthorized
TXN-007297,2042-12-23,ACCT-424353,Chase,10.552534,65.25287,Break,Timing Difference
TXN-002917,2030-12-26,ACCT-281287,Citibank,1.1680297,1.9562854,Break,Missing in Books
TXN-008975,2047-07-28,ACCT-363727,Chase,58.744976,31.68293,Match,
TXN-005755,2038-10-03,ACCT-831867,Citibank,-4.0053806,-4.0972424,Match,
TXN-000153,2023-06-02,ACCT-841070,Citibank,651.2158,571.3665,Match,
TXN-007691,2044-01-21,ACCT-294713,Bank of America,-4.00552,-4.0974126,Break,Amount Mismatch
TXN-005680,2038-07-20,ACCT-268196,Bank of America,-4.0054464,-4.0974574,Match,
TXN-003908,2033-09-12,ACCT-686641,Bank of America,-4.0038266,-4.096253,Match,
TXN-009136,2048-01-05,ACCT-970108,Citibank,-3.2112968,-1.4813055,Match,
TXN-002553,2029-12-27,ACCT-138131,HSBC,-3.8097155,-3.8980935,Match,
TXN-002774,2030-08-05,ACCT-711389,Wells Fargo,-3.9822376,-4.0445514,Break,Bank Error
TXN-006099,2039-09-12,ACCT-513420,HSBC,1292.5066,1223.629,Break,Missing in Books
TXN-003552,2032-09-21,ACCT-964512,Chase,967.0326,1173.6871,Match,
TXN-003723,2033-03-11,ACCT-307785,Chase,-4.005636,-4.097636,Match,
TXN-009871,2050-01-09,ACCT-018169,Chase,2585.3416,2681.9287,Break,Timing Difference
TXN-000521,2024-06-04,ACCT-351827,Chase,10.570858,30.505112,Break,Amount Mismatch
TXN-008034,2044-12-29,ACCT-592031,Bank of America,-3.6557648,-2.8362455,Break,Fraudulent/Unauthorized
TXN-004539,2035-06-05,ACCT-759043,Bank of America,-3.9350812,-4.0245376,Match,
TXN-006779,2041-07-23,ACCT-355751,Bank of America,0.1505054,5.6548147,Break,Bank Error
TXN-001823,2027-12-28,ACCT-202362,Bank of America,-4.002159,-4.0887437,Match,
TXN-004087,2034-03-10,ACCT-042650,Wells Fargo,-4.0056314,-4.0976167,Break,Amount Mismatch
TXN-006149,2039-11-01,ACCT-220539,Chase,-4.0012975,-4.0873394,Break,Amount Mismatch
TXN-008743,2046-12-08,ACCT-323678,Bank of America,-3.747923,-3.6828866,Match,
TXN-009473,2048-12-07,ACCT-677937,Wells Fargo,-4.0056095,-4.097593,Break,Fraudulent/Unauthorized
TXN-007742,2044-03-12,ACCT-850529,Chase,-4.004919,-4.0970683,Match,
TXN-000310,2023-11-06,ACCT-855514,Wells Fargo,-2.2160506,-0.6301602,Break,Missing in Bank
TXN-007721,2044-02-20,ACCT-822416,Chase,-4.005414,-4.0969715,Match,
TXN-008223,2045-07-06,ACCT-383483,Chase,0.85958517,9.091,Break,Missing in Bank
TXN-008657,2046-09-13,ACCT-973460,Citibank,-3.9858289,-4.076972,Match,
TXN-003600,2032-11-08,ACCT-979025,Citibank,49.1982,240.43051,Break,Duplicate Entry
TXN-003623,2032-12-01,ACCT-589334,Bank of America,-4.0054092,-4.0974483,Match,
TXN-003812,2033-06-08,ACCT-625944,Citibank,77.5467,207.68619,Break,Bank Error
TXN-003451,2032-06-12,ACCT-193374,Chase,-4.005636,-4.097636,Break,Amount Mismatch
TXN-004592,2035-07-28,ACCT-586349,Bank of America,-2.7954814,-3.3727708,Match,
TXN-000206,2023-07-25,ACCT-003036,Citibank,-4.0051427,-4.0969386,Break,Fraudulent/Unauthorized
TXN-009841,2049-12-10,ACCT-579650,Citibank,-4.0052485,-4.097132,Break,Duplicate Entry
TXN-001136,2026-02-09,ACCT-474296,Wells Fargo,-3.9959056,-4.0874596,Break,Amount Mismatch
TXN-009385,2048-09-10,ACCT-509980,Bank of America,-3.7708857,-3.8108492,Break,Missing in Bank
TXN-002750,2030-07-12,ACCT-245977,Bank of America,141.16396,119.577156,Match,
TXN-003614,2032-11-22,ACCT-226613,Bank of America,-3.9965355,-4.0728836,Break,Fraudulent/Unauthorized
TXN-000306,2023-11-02,ACCT-790653,Citibank,-4.005632,-4.0976286,Break,Duplicate Entry
TXN-001850,2028-01-24,ACCT-499522,Citibank,13.439228,14.521737,Break,Timing Difference
TXN-007670,2043-12-31,ACCT-545093,Bank of America,-3.9365807,-3.9263632,Break,Duplicate Entry
TXN-001989,2028-06-11,ACCT-642515,HSBC,-1.7508429,-2.0438495,Break,Timing Difference
TXN-003241,2031-11-15,ACCT-931608,Citibank,-4.0056353,-4.0976357,Match,
TXN-002799,2030-08-30,ACCT-589334,HSBC,19.554388,46.75606,Break,Fraudulent/Unauthorized
TXN-004516,2035-05-13,ACCT-488679,Chase,-4.0056143,-4.097536,Break,Bank Error
TXN-005631,2038-06-01,ACCT-457631,Bank of America,75.81124,115.504585,Match,
TXN-009373,2048-08-29,ACCT-659590,Chase,-3.4110186,-3.5555382,Match,
TXN-003110,2031-07-07,ACCT-688157,Bank of America,-4.00509,-4.0973186,Match,
TXN-004940,2036-07-10,ACCT-262021,Citibank,32.969254,36.295444,Break,Bank Error
TXN-004060,2034-02-11,ACCT-317359,Chase,1926.0225,2188.8757,Match,
TXN-001988,2028-06-10,ACCT-826520,Bank of America,-4.0055957,-4.097546,Break,Missing in Bank
TXN-007158,2042-08-06,ACCT-388290,Chase,-1.0105814,0.59480274,Match,
TXN-008875,2047-04-19,ACCT-435816,Bank of America,-4.0053654,-4.0970955,Match,
TXN-006614,2041-02-08,ACCT-645419,Chase,2868.6147,2792.01,Match,
TXN-000384,2024-01-19,ACCT-818295,HSBC,2469.1975,2234.586,Break,Missing in Books
TXN-005635,2038-06-05,ACCT-997549,Bank of America,-4.0043173,-4.0917277,Break,Duplicate Entry
TXN-004308,2034-10-17,ACCT-078885,HSBC,2796.8955,2753.6897,Match,
TXN-003389,2032-04-11,ACCT-062059,Chase,92.87443,76.478355,Match,
TXN-003157,2031-08-23,ACCT-606343,Bank of America,1912.3127,1719.7882,Match,
TXN-009996,2050-05-14,ACCT-205306,Wells Fargo,-4.00343,-4.0967197,Match,
TXN-002728,2030-06-20,ACCT-777700,Citibank,-3.961707,-4.002952,Break,Timing Difference
TXN-006334,2040-05-04,ACCT-548706,Citibank,3.2436564,6.263665,Match,
TXN-009900,2050-02-07,ACCT-367821,Wells Fargo,458.67477,292.33817,Match,
TXN-008752,2046-12-17,ACCT-804107,Chase,-3.6958106,-3.700457,Match,
TXN-008303,2045-09-24,ACCT-996145,Citibank,-4.0035386,-4.091399,Break,Missing in Books
TXN-006038,2039-07-13,ACCT-644125,Citibank,-3.9724803,-4.0646935,Break,Missing in Books
TXN-003833,2033-06-29,ACCT-982828,Wells Fargo,-4.001147,-4.094501,Match,
TXN-008918,2047-06-01,ACCT-423666,HSBC,-3.3230882,-3.3962183,Break,Timing Difference
TXN-004777,2036-01-29,ACCT-464584,Citibank,-4.0055647,-4.0975604,Match,
TXN-004277,2034-09-16,ACCT-604269,Chase,-3.9682853,-4.04597,Match,
TXN-000254,2023-09-11,ACCT-262100,HSBC,1079.96,582.6224,Match,
